Bel,Rus,Eng,Latitude,Longitude
Бікульнічы,Бикульничи,Bikuĺničy,55.267141,28.7797912
Ваўкі,Волки,Vaŭki,55.2843119,28.7354087
Галаўні,Головни,Halaŭni,55.348315,28.7268598
Гаравыя,Горовые,Haravyja,55.2908725,28.7453483
Гарнаполле,Горнополье,Harnapollie,55.3335912,28.7340931
Гомель,Гомель,Homieĺ,55.2996934,28.775725
Горкі,Горки,Horki,55.27042,28.74607
Далецкія,Далецкие,Dalieckija,55.3130492,28.7848488
Двор Гомель,Двор Гомель,Dvor Homieĺ,55.31161,28.77165
Емяльянікі,Емельяники,Jemiaĺjaniki,55.333728,28.8511518
Заазер’е,Заозерье,Zaazierje,55.3324572,28.7501254
Масянкова,Масенково,Masiankova,55.26054,28.77328
Пашкі,Пашки,Paški,55.35084,28.73818
Плусы,Плусы,Plusy,55.3238,28.79173
Рыбакі,Рыбаки,Rybaki,55.32423,28.87765
Свяціца,Святица,Sviacica,55.2801768,28.7788816
Турэц,Турец,Turec,55.2953858,28.8151997
Турэц,Турец,Turec,55.2899,28.81302
Шчаты,Щаты,Ščaty,55.30792,28.79474
Абалонне,Оболонье,Abalonnie,55.41641,28.92039
Бецкае,Бецкое,Bieckaje,55.40834,28.76221
Гарадзішча,Городище,Haradzišča,55.3549509,28.9904362
Завозер’е,Заозерье,Zavozierje,55.39392,28.83027
Казімірова,Казимирово,Kazimirova,55.44886,28.89945
Калпінка,Колпинка,Kalpinka,55.385,28.7889
Карпінічы,Карпиничи,Karpiničy,55.4055789,29.0270786
Лучна,Лучно,Lučna,55.4251247,28.9465149
Міжлессе,Мижлесье,Mižliessie,55.37693,28.80607
Мяжно,Межно,Miažno,55.37701,28.83156
Мяжно,Межно,Miažno,55.37178,28.82083
Мяжно,Межно,Miažno,55.3678752,28.8305953
Пуканаўка,Пукановка,Pukanaŭka,55.3565,28.90434
Пуканаўка,Пукановка,Pukanaŭka,55.35169,28.90082
Пушна,Пушно,Pušna,55.38731,28.8743
Семянец,Семенец,Siemianiec,55.40113,28.81826
Ткачова,Ткачёво,Tkačova,55.42319,28.99713
Туроўля,Туровля,Turoŭlia,55.3631029,28.938042199999998
Шалкова,Шелково,Šalkova,55.43555,28.86529
Шастова,Шестово,Šastova,55.4226897,28.9603719
Булаўкі,Булавки,Bulaŭki,55.5855111,28.7934835
Воранава,Вороново,Voranava,55.73158,28.78375
Гендзікі,Гендики,Hiendziki,55.5717472,28.8050255
Дзмітроўшчына,Дмитровщина,Dzmitroŭščyna,55.63185,28.77886
Жарцы,Жарцы,Žarcy,55.6247541,28.8367006
Заенкі,Заенки,Zajenki,55.69785,28.7889
Зялёнка,Зелёнка,Zialionka,55.64867,28.83963
Капавішча,Коповище,Kapavišča,55.60756,28.84744
Коззі Горкі,Козьи Горки,Kozzi Horki,55.60919,28.82504
Лукаўцы,Лукавцы,Lukaŭcy,55.6721,28.781
Лютаўка,Лютовка,Liutaŭka,55.6436994,28.8691046
Маладзёжкі,Молодёжки,Maladziožki,55.60532,28.85542
Маставуха,Мостовуха,Mastavucha,55.69862,28.83302
Паташонкі,Поташонки,Patašonki,55.69785,28.84246
Сухі Бор,Сухи Бор,Suchi Bor,55.63862,28.83439
Сястронкі,Сестрёнки,Siastronki,55.6709,28.83293
Фядоценкі,Федотенки,Fiadocienki,55.69691,28.74333
Чарняя,Чернея,Čarniaja,55.66034,28.83534
Чорнае,Чёрное,Čornaje,55.69141,28.93739
Шчаперня,Щеперня,Ščapiernia,55.7081646,28.9463048
Якаўцы,Яковцы,Jakaŭcy,55.71922,28.82795
Алёшча,Алёща,Aliošča,55.7324253,29.3221775
Арлея,Орлея,Arlieja,55.64009,29.46576
Асаўцы,Осовцы,Asaŭcy,55.67673,29.35075
Белае,Белое,Bielaje,55.6934705,29.5554025
Булыгі,Булыги,Bulyhi,55.73433,29.39933
Быхаўцы,Быховцы,Bychaŭcy,55.59726,29.49494
Вялікае Сітна,Великое Ситно,Vialikaje Sitna,55.67399,29.40662
Грыбна,Грибно,Hrybna,55.63442,29.48816
Дрэтунь,Дретунь,Dretuń,55.69579,29.21419
Жэльцы,Жельцы,Žeĺcy,55.62601,29.38508
Забалоцце,Заболотье,Zabaloccie,55.59511,29.56644
Засітніца,Заситница,Zasitnica,55.63373,29.39735
Званае,Званое,Zvanaje,55.6501968,29.5136781
Кавалі,Ковали,Kavali,55.66695,29.38379
Лешна,Лешно,Liešna,55.7266,29.26389
Малое Сітна,Малое Ситно,Maloje Sitna,55.69442,29.35478
Нядружна,Недружно,Niadružna,55.67897,29.31418
Палучча,Получье,Palučča,55.67219,29.36886
Стадольніца,Стодольница,Stadoĺnica,55.59589,29.57657
Труды,Труды,Trudy,55.6357186,29.3797702
Уладзіміраўка,Владимировка,Uladzimiraŭka,55.6198047,29.5005352
Фёдараўка,Фёдоровка,Fiodaraŭka,55.6036855,29.5207034
Бабовікі,Бобовики,Baboviki,55.62532,29.08098
Дзявічкі,Девички,Dziavički,55.57176,29.08957
Затрасценне,Затростенье,Zatrasciennie,55.54052,29.10776
Казімірова,Казимирово,Kazimirova,55.61657,29.04313
Конны Бор,Конный Бор,Konny Bor,55.67863,29.08321
Копаль,Кополь,Kopaĺ,55.65597,28.95498
Лонніца,Лонница,Lonnica,55.6462458,28.9593349
Новая Палата,Новая Полота,Novaja Palata,55.6030029,29.0344703
Палата,Полота,Palata,55.6118631,29.1041243
Сарнаполле,Сорнополье,Sarnapollie,55.57794,29.05832
Скобрае,Скоброе,Skobraje,55.6057088,29.0265892
Стадола,Стодола,Stadola,55.5626234,29.0742333
Узніцы,Узницы,Uznicy,55.60541,28.9858
Арэхавічы,Ореховичи,Arechavičy,55.475467,28.9061163
Багатырская,Богатырская,Bahatyrskaja,55.4993666,28.8470269
Белаводка,Беловодка,Bielavodka,55.489297,28.9491543
Гаравыя,Горовые,Haravyja,55.4738334,28.880653
Дуброўна,Дубровно,Dubroŭna,55.47254,28.94709
Ёўніна,Ёвнино,Joŭnina,55.48714,28.98846
Зюзіна,Зюзино,Ziuzina,55.511231,28.9498664
Кандрашы,Кондраши,Kandrašy,55.4844223,28.9537718
Мінтурова,Минтурово,Minturova,55.5202989,28.9202735
Салонікі,Солоники,Saloniki,55.48336,28.85885
Скабы,Скабы,Skaby,55.52688,28.89902
Слабада,Слобода,Slabada,55.46276,28.87988
Струнне,Струнье,Strunnie,55.47066,28.86383
Сякераўшчына,Секеровщина,Siakieraŭščyna,55.51246,28.85877
Тросніца,Тросница,Trosnica,55.49572,28.90357
Чаромушкіна,Черёмушкино,Čaromuškina,55.5102703,28.8386257
Валеўкі,Валевки,Valieŭki,55.4457767,28.5349204
Вераб’і,Веробьи,Vierabji,55.43632,28.54162
Вішнёва,Вишнёво,Višniova,55.4047499,28.6561654
Дубоўка,Дубовка,Duboŭka,55.4116,28.62488
Казлоўка,Козловка,Kazloŭka,55.4037721,28.6379872
Каўтуны,Колтуны,Kaŭtuny,55.4610477,28.5777928
Кур’яны,Курьяны,Kurjany,55.462909,28.5505416
Кутняны,Кутняны,Kutniany,55.43186,28.6054
Латышкі,Латышки,Latyški,55.4146661,28.6309961
Лясіны,Лесины,Liasiny,55.41272,28.6823
Машэлева,Машелево,Mašelieva,55.4379587,28.5965851
Мяругі,Меруги,Miaruhi,55.42826,28.68985
Рабышы,Рабыши,Rabyšy,55.43315,28.52952
Равякі,Ревяки,Raviaki,55.4429408,28.5466148
Рагачы,Рогачи,Rahačy,55.4246554,28.5338855
Рудня,Рудня,Rudnia,55.44662,28.5805
Фарынава,Фариново,Farynava,55.4270274,28.5867923
Бельчыца,Бельчица,Bieĺčyca,55.4640973,28.7764871
Вяснянка,Веснянка,Viasnianka,55.4562983,28.7730703
Глінішча,Глинище,Hlinišča,55.433840000000004,28.76427
Каз’янкі,Козьянки,Kazjanki,55.47005,28.83396
Кстоўка,Кстовка,Kstoŭka,55.4539885,28.7249223
Ксты,Ксты,Ksty,55.46714,28.71595
Кулакова,Кулаково,Kulakova,55.4565945,28.8784543
Тросна,Тросно,Trosna,55.43143,28.77791
Фальварак,Фольварок,Faĺvarak,55.46165,28.86023
Чарнаручча,Черноручье,Čarnaručča,55.4543951,28.7559289
Чарнаручча,Черноручье,Čarnaručča,55.43812,28.73869
Экімань,Экимань,Ekimań,55.4839364,28.7234657
Экімань,Экимань,Ekimań,55.4819417,28.739776
Южная,Южная,Južnaja,55.4711726,28.7965969
Баранава,Бараново,Baranava,55.52112,28.84066
Баяноўшчына,Баяновщина,Bajanoŭščyna,55.55897,28.88992
Верхачэнне,Верхоченье,Vierchačennie,55.5379706,29.0628641
Гірсіна,Гирсино,Hirsina,55.5714147,28.9039549
Глушонкі,Глушонки,Hlušonki,55.567967,28.9216387
Дразды,Дрозды,Drazdy,55.55485,28.87808
Жыхары,Жихари,Žychary,55.5649844,28.9138469
Залессе,Залесье,Zaliessie,55.60163,28.91087
Замхі,Замхи,Zamchi,55.54739,28.94743
Захарнічы,Захарничи,Zacharničy,55.55091,28.8622
Калошкі,Калошки,Kaloški,55.5460583,29.0376674
Муштарова,Муштарово,Muštarova,55.54447,29.01918
Пазнякова,Позняково,Pazniakova,55.5433568,28.8998781
Сасноўка,Сосновка,Sasnoŭka,55.59005,28.96417
Сіцянец,Ситенец,Sicianiec,55.56473,29.00725
Скавародзіна,Сковородино,Skavarodzina,55.5486839,28.8726574
Спаскае,Спасское,Spaskaje,55.53457,29.0056967
Шумацёнкі,Шуматёнки,Šumacionki,55.571047899999996,28.9333948
Юравічы,Юровичи,Juravičy,55.57709,28.9652
Янкава,Янково,Jankava,55.5406093,28.8541059
Расоны,Россоны,Rasony,55.9072954,28.8171925
Азярцы,Озерцы,Aziarcy,55.84385,28.8519
Альбрэхтава,Альбрехтово,Aĺbrechtava,55.87269,28.83808
Асіннікі,Осинники,Asinniki,55.93011,28.83971
Байдзіна,Байдино,Bajdzina,55.8444612,29.0809695
Бірузова,Бирюзово,Biruzova,55.8823,28.84907
Булыніна,Булынино,Bulynina,55.8695205,28.9996493
Гальніца,Гольница,Haĺnica,55.8839986,29.0347226
Гарадзішча,Городище,Haradzišča,55.82591,29.08785
Глаты,Глоты,Hlaty,55.9508336,28.7367309
Горы,Горы,Hory,55.85861,29.12252
Грачушына,Гречушино,Hračušyna,55.8765168,28.8692345
Двор Чарэпіта,Двор Черепито,Dvor Čarepita,55.9206383,28.7356963
Дворышча,Дворище,Dvoryšča,55.8335706,29.1221033
Драгунова,Драгуново,Drahunova,55.8891445,28.976669
Жалезнікі,Железники,Žaliezniki,55.7911798,29.1476656
Заазер’е,Заозерье,Zaazierje,55.87131,28.90512
Зялёная Рошча,Зелёная Роща,Zialionaja Rošča,55.90591,28.84692
Ізбішча,Избище,Izbišča,55.90324,28.866410000000002
Казлы,Козлы,Kazly,55.830772,29.1622865
Красты,Кресты,Krasty,55.80591,29.14072
Пакоціна,Покотино,Pakocina,55.8514,29.11832
Парэчча,Поречье,Parečča,55.8606476,29.0259233
Прудок,Прудок,Prudok,55.7889499,29.1238766
Рудня,Рудня,Rudnia,55.77647,29.13102
Рум,Рум,Rum,55.78634,29.10407
Сініцы,Синицы,Sinicy,55.88745,28.77088
Трыполле,Триполье,Trypollie,55.82926,29.07386
Ушчалёпкі,Ущелёпки,Uščaliopki,55.89723,28.738
Фаміно,Фомино,Famino,55.93921,28.79182
Антонава,Антоново,Antonava,55.95302,29.17797
Вароніна,Воронино,Varonina,56.0095728,29.1508515
Галубова,Голубово,Halubova,55.9357262,29.200422
Гарбачэва,Горбачево,Harbačeva,55.9590334,29.0513784
Грышына,Гришино,Hryšyna,55.9254564,29.237328
Дварышча,Дворище,Dvaryšča,55.94109,28.90503
Дудчына,Дудчино,Dudčyna,55.91028,29.12948
Жары,Жары,Žary,55.97217,29.11592
Канашонкі,Коношёнки,Kanašonki,56.00967,29.07094
Латышы,Латыши,Latyšy,55.88024,29.1469
Люцькава,Лютьково,Liućkava,55.94212,29.09703
Межава,Межево,Miežava,55.95637,28.90143
Мурагі,Муроги,Murahi,55.9354966,29.1424427
Петракова,Петраково,Pietrakova,55.96744,28.94425
Рылі,Рыли,Ryli,55.94976,28.98623
Старына,Старина,Staryna,55.9747237,29.0935132
Старыца,Старица,Staryca,55.8948694,29.1222447
Харытонава,Харитоново,Charytonava,55.98101,28.98219
Хоцькава,Хотьково,Choćkava,55.88273,29.24998
Шнітаўка,Шнитовка,Šnitaŭka,55.87955,29.19179
Вялікае Балота,Великое Болото,Vialikaje Balota,55.93397,28.60067
Забор’е,Заборье,Zaborje,55.86677,28.60479
Залессе,Залесье,Zaliessie,55.85569,28.37769
Кавалі,Ковали,Kavali,55.8422652,28.5042977
Клясціцы,Клястицы,Kliascicy,55.8873675,28.6007407
Лапешчына,Лапещино,Lapieščyna,55.87217,28.65363
Марачкова,Морочково,Maračkova,55.87131,28.34155
Маторына,Моторино,Matoryna,55.89835,28.37082
Мілавіды,Миловиды,Milavidy,55.93191,28.40884
Паўлава,Павлово,Paŭlava,55.92221,28.65732
Прахорава,Прохорово,Prachorava,55.93097,28.63509
Роўнае Поле,Ровное Поле,Roŭnaje Polie,55.9001981,28.463676800000002
Сасновы Бор,Сосновый Бор,Sasnovy Bor,55.98839,28.59913
Сінск,Синск,Sinsk,55.85457,28.68754
Сяргеева,Сергеево,Siarhiejeva,55.8510449,28.6283018
Хаданы,Ходаны,Chadany,55.99895,28.62411
Шалашнікі,Шалашники,Šalašniki,55.89517,28.64737
Юхавічы,Юховичи,Juchavičy,56.0131825,28.6470834
Якубова,Якубово,Jakubova,55.88702,28.55064
Амосенкі,Амосенки,Amosienki,55.8257357,29.1944565
Байдзіна,Байдино,Bajdzina,55.8245831,29.2384
Бухава,Бухово,Buchava,55.85277,29.35916
Вялікія Асёткі,Великие Осётки,Vialikija Asiotki,55.7947278,29.2161422
Гарэліца,Горелица,Harelica,55.8303738,29.3391522
Дзямех,Демех,Dziamiech,55.8210266,29.31159
Дудкі,Дудки,Dudki,55.88067,29.31779
Забор’е,Заборье,Zaborje,55.91466,29.31959
Краснаполле,Краснополье,Krasnapollie,55.8131114,29.2647687
Крашуты,Крашуты,Krašuty,55.84247,29.30509
Крывялёва,Кривелёво,Kryvialiova,55.85054,29.22655
Лакці,Локти,Lakci,55.923493,29.2829838
Малыя Асёткі,Малые Осётки,Malyja Asiotki,55.80677,29.19394
Малюціна,Малютино,Maliucina,55.8144444,29.155369
Мамолі,Мамоли,Mamoli,55.94427,29.29195
Мачулішча,Мочулище,Mačulišča,55.8189617,29.3301486
Ніўё,Нивьё,Niŭjo,55.84951,29.27075
Ножніцы,Ножницы,Nožnicy,55.87612,29.39023
Паддуб’е,Поддубье,Paddubje,55.9003961,29.2993929
Перавоз,Перевоз,Pieravoz,55.9248301,29.3962958
Сельнікі,Сельники,Sieĺniki,55.8097843,29.3067941
Тродавічы,Тродовичи,Trodavičy,55.828392,29.2311489
Уклеенка,Уклеенка,Ukliejenka,55.8387175,29.3837021
Шарстова,Шерстово,Šarstova,55.95946,29.29607
Шылава,Шилово,Šylava,55.84728,29.32448
Валатоўкі,Волотовки,Valatoŭki,55.7804585,28.6573623
Галоўчыцы,Головчицы,Haloŭčycy,55.8211936,28.6110637
Горкі,Горки,Horki,55.72926,28.69629
Ізабыліна,Изабылино,Izabylina,55.77613,28.53519
